Sum of civilian_deaths,country,Year,Quarter,Month,Day,Sum of fatalities,Sum of latitude,Sum of longitude,region,Sum of year
0,Afghanistan,1996,Qtr 3,August,16,3,34.531094,69.162796,Asia,1996
0,Afghanistan,1996,Qtr 3,August,19,4,34.531094,69.162796,Asia,1996
0,Afghanistan,1996,Qtr 3,August,21,2,33.81524,69.633808,Asia,1996
0,Afghanistan,1996,Qtr 3,August,23,25,33.81524,69.633808,Asia,1996
0,Afghanistan,1996,Qtr 3,August,25,1,34.5,69.416667,Asia,1996
0,Afghanistan,1996,Qtr 3,August,29,2,34.531094,69.162796,Asia,1996
2,Afghanistan,1996,Qtr 3,September,1,2,34.531094,69.162796,Asia,1996
8,Afghanistan,1996,Qtr 3,September,2,10,69.045281,138.104622,Asia,3992
3,Afghanistan,1996,Qtr 3,September,5,23,68.64013700000001,138.787295,Asia,3992
0,Afghanistan,1996,Qtr 3,September,7,15,34.531094,69.162796,Asia,1996
0,Afghanistan,1996,Qtr 3,September,8,24,34.281645,69.770149,Asia,1996
0,Afghanistan,1996,Qtr 3,September,9,76,68.730644,140.17075,Asia,3992
0,Afghanistan,1996,Qtr 3,September,11,7,34.428844,70.45575,Asia,1996
0,Afghanistan,1996,Qtr 3,September,15,16,68.959938,139.618546,Asia,3992
0,Afghanistan,1996,Qtr 3,September,17,7,69.062188,138.325592,Asia,3992
0,Afghanistan,1996,Qtr 3,September,18,20,34.407597,69.737991,Asia,1996
0,Afghanistan,1996,Qtr 3,September,20,12,34.783333,70.183333,Asia,1996
0,Afghanistan,1996,Qtr 3,September,21,2,34.531094,69.162796,Asia,1996
0,Afghanistan,1996,Qtr 3,September,23,100,34.531094,69.162796,Asia,1996
3,Afghanistan,1996,Qtr 3,September,24,53,69.120709,138.922843,Asia,3992
9,Afghanistan,1996,Qtr 3,September,25,9,34.531094,69.162796,Asia,1996
0,Afghanistan,1996,Qtr 3,September,26,150,34.519722,69.347777,Asia,1996
0,Afghanistan,1996,Qtr 3,September,28,23,35.0159,69.1741,Asia,1996
0,Afghanistan,1996,Qtr 3,September,29,1,35.0159,69.1741,Asia,1996
1,Afghanistan,1996,Qtr 4,October,5,186,70.865554,139.365,Asia,3992
0,Afghanistan,1996,Qtr 4,October,8,100,35.315833,69.038889,Asia,1996
0,Afghanistan,1996,Qtr 4,October,10,4,35.118366,69.235695,Asia,1996
0,Afghanistan,2002,Qtr 2,April,7,10,32.642115,63.596959,Asia,2002
30,Afghanistan,2002,Qtr 3,September,5,30,34.531094,69.162796,Asia,2002
0,Afghanistan,2003,Qtr 1,January,8,4,31.178164,66.487862,Asia,2003
0,Afghanistan,2003,Qtr 1,January,27,19,31.316991,66.328573,Asia,2003
0,Afghanistan,2003,Qtr 1,January,31,0,31.4312,65.4968,Asia,2003
0,Afghanistan,2003,Qtr 1,February,1,0,33.016315,65.04411,Asia,2003
0,Afghanistan,2003,Qtr 1,February,4,8,32.00539,65.83489,Asia,2003
0,Afghanistan,2003,Qtr 1,February,7,0,29.501944,64.108889,Asia,2003
0,Afghanistan,2003,Qtr 1,February,10,17,33.145367,65.128174,Asia,2003
0,Afghanistan,2003,Qtr 1,February,23,1,31.725736,67.390181,Asia,2003
0,Afghanistan,2003,Qtr 1,February,25,1,32.164345,63.426777,Asia,2003
0,Afghanistan,2003,Qtr 1,March,19,4,31.00568,66.4002,Asia,2003
0,Afghanistan,2003,Qtr 1,March,21,3,31.00568,66.4002,Asia,2003
0,Afghanistan,2003,Qtr 1,March,22,44,71.087437,126.767263,Asia,4006
0,Afghanistan,2003,Qtr 1,March,24,13,35.384499,62.977001,Asia,2003
0,Afghanistan,2003,Qtr 1,March,29,17,64.17074,130.191618,Asia,4006
0,Afghanistan,2003,Qtr 1,March,31,3,31.308072,61.838348,Asia,2003
0,Afghanistan,2003,Qtr 2,April,1,2,31.177532,66.575317,Asia,2003
0,Afghanistan,2003,Qtr 2,April,3,32,62.01136,132.8004,Asia,4006
0,Afghanistan,2003,Qtr 2,April,4,2,31.00568,66.4002,Asia,2003
0,Afghanistan,2003,Qtr 2,April,8,6,32.941111,69.18,Asia,2003
0,Afghanistan,2003,Qtr 2,April,13,0,31.00568,66.4002,Asia,2003
0,Afghanistan,2003,Qtr 2,April,15,0,31.82004,64.570518,Asia,2003
0,Afghanistan,2003,Qtr 2,April,16,6,31.841067,67.03305,Asia,2003
0,Afghanistan,2003,Qtr 2,April,21,6,64.90476699999999,131.137067,Asia,4006
0,Afghanistan,2003,Qtr 2,April,23,5,66.93533199999999,137.189676,Asia,4006
0,Afghanistan,2003,Qtr 2,April,25,0,32.5302,69.2634,Asia,2003
0,Afghanistan,2003,Qtr 2,April,26,10,32.6286,66.794,Asia,2003
0,Afghanistan,2003,Qtr 2,April,28,1,30.95761,66.43049,Asia,2003
0,Afghanistan,2003,Qtr 2,May,9,0,33.335091,69.918411,Asia,2003
0,Afghanistan,2003,Qtr 2,May,11,0,31.639433,67.92984,Asia,2003
0,Afghanistan,2003,Qtr 2,May,21,0,68.12088800000001,138.395241,Asia,4006
0,Afghanistan,2003,Qtr 2,May,27,2,32.156467,66.488106,Asia,2003
0,Afghanistan,2003,Qtr 2,June,2,7,31.519681,66.552678,Asia,2003
0,Afghanistan,2003,Qtr 2,June,4,47,93.344956,199.347244,Asia,6009
0,Afghanistan,2003,Qtr 2,June,5,1,33.394734,69.549621,Asia,2003
0,Afghanistan,2003,Qtr 2,June,10,0,32.5302,69.2634,Asia,2003
0,Afghanistan,2003,Qtr 2,June,12,1,32.212,67.3056,Asia,2003
0,Afghanistan,2003,Qtr 2,June,25,1,64.595474,135.632645,Asia,4006
0,Afghanistan,2003,Qtr 2,June,27,1,95.796215,202.021854,Asia,6009
0,Afghanistan,2003,Qtr 2,June,28,9,31.725736,67.390181,Asia,2003
0,Afghanistan,2003,Qtr 3,July,14,5,32.043898,65.195661,Asia,2003
0,Afghanistan,2003,Qtr 3,July,18,8,33.383334,69.883334,Asia,2003
0,Afghanistan,2003,Qtr 3,July,19,26,62.02515,132.879845,Asia,4006
0,Afghanistan,2003,Qtr 3,July,20,1,32.25,67.25,Asia,2003
0,Afghanistan,2003,Qtr 3,July,27,6,31.829363,64.608526,Asia,2003
0,Afghanistan,2003,Qtr 3,July,29,4,64.607505,131.326772,Asia,4006
0,Afghanistan,2003,Qtr 3,July,30,3,34.87455,71.146812,Asia,2003
0,Afghanistan,2003,Qtr 3,July,31,8,127.02845,262.583845,Asia,8012
0,Afghanistan,2003,Qtr 3,August,5,1,31.553299,64.941299,Asia,2003
1,Afghanistan,2003,Qtr 3,August,7,7,61.437737,129.698224,Asia,4006
0,Afghanistan,2003,Qtr 3,August,9,1,32.975216,69.395751,Asia,2003
0,Afghanistan,2003,Qtr 3,August,13,21,33.383334,69.883334,Asia,2003
2,Afghanistan,2003,Qtr 3,August,17,27,98.233263,206.538638,Asia,6009
0,Afghanistan,2003,Qtr 3,August,18,9,33.689663,68.835938,Asia,2003
0,Afghanistan,2003,Qtr 3,August,20,2,65.93890400000001,135.870348,Asia,4006
0,Afghanistan,2003,Qtr 3,August,22,6,32.997793,66.690348,Asia,2003
0,Afghanistan,2003,Qtr 3,August,23,18,65.225154,133.376424,Asia,4006
0,Afghanistan,2003,Qtr 3,August,25,24,65.247577,133.414212,Asia,4006
0,Afghanistan,2003,Qtr 3,August,26,5,32.635,66.726,Asia,2003
0,Afghanistan,2003,Qtr 3,August,27,12,32.612577,66.688212,Asia,2003
0,Afghanistan,2003,Qtr 3,August,28,3,31.00568,66.4002,Asia,2003
0,Afghanistan,2003,Qtr 3,August,30,10,32.569779,66.668702,Asia,2003
0,Afghanistan,2003,Qtr 3,August,31,20,130.45490900000001,269.347702,Asia,8012
0,Afghanistan,2003,Qtr 3,September,5,2,32.6286,66.794,Asia,2003
0,Afghanistan,2003,Qtr 3,September,6,6,32.112391,66.045385,Asia,2003
4,Afghanistan,2003,Qtr 3,September,7,4,30.179475,66.051232,Asia,2003
0,Afghanistan,2003,Qtr 3,September,9,0,32.997793,66.690348,Asia,2003
0,Afghanistan,2003,Qtr 3,September,13,4,31.447533,67.253177,Asia,2003
0,Afghanistan,2003,Qtr 3,September,14,15,30.987916,66.169753,Asia,2003
0,Afghanistan,2003,Qtr 3,September,17,3,32.112391,66.045385,Asia,2003
0,Afghanistan,2003,Qtr 3,September,18,12,32.140392,67.403793,Asia,2003
0,Afghanistan,2003,Qtr 3,September,19,0,62.67351,130.486225,Asia,4006
0,Afghanistan,2003,Qtr 3,September,27,0,31.8768,64.7386,Asia,2003
0,Afghanistan,2003,Qtr 3,September,29,3,32.5302,69.2634,Asia,2003
2,Afghanistan,2003,Qtr 4,October,1,11,32.3039,65.7425,Asia,2003
0,Afghanistan,2003,Qtr 4,October,3,2,32.8395,67.0738,Asia,2003
0,Afghanistan,2003,Qtr 4,October,4,2,31.600697,64.33329,Asia,2003
0,Afghanistan,2003,Qtr 4,October,5,0,32.941111,69.18,Asia,2003
0,Afghanistan,2003,Qtr 4,October,12,8,65.56662700000001,132.658862,Asia,4006
0,Afghanistan,2003,Qtr 4,October,13,10,32.9811,65.7181,Asia,2003
0,Afghanistan,2003,Qtr 4,October,17,0,31.579996,64.377396,Asia,2003
0,Afghanistan,2003,Qtr 4,October,25,0,32.5302,69.2634,Asia,2003
0,Afghanistan,2003,Qtr 4,October,26,10,32.5302,69.2634,Asia,2003
0,Afghanistan,2003,Qtr 4,October,30,0,32.920909,65.474153,Asia,2003
0,Afghanistan,2003,Qtr 4,October,31,0,35.227695,71.028372,Asia,2003
0,Afghanistan,2003,Qtr 4,November,7,10,32.860043,67.181449,Asia,2003
0,Afghanistan,2003,Qtr 4,November,10,2,68.24111099999999,140.013333,Asia,4006
0,Afghanistan,2003,Qtr 4,November,11,0,31.3672,65.9374,Asia,2003
0,Afghanistan,2003,Qtr 4,November,14,4,68.25788399999999,141.030146,Asia,4006
0,Afghanistan,2003,Qtr 4,November,16,7,32.481709,69.250868,Asia,2003
0,Afghanistan,2003,Qtr 4,November,18,4,32.115474,64.923544,Asia,2003
0,Afghanistan,2003,Qtr 4,November,19,0,31.716892,66.188393,Asia,2003
0,Afghanistan,2003,Qtr 4,November,27,1,35.01647,71.155502,Asia,2003
0,Afghanistan,2003,Qtr 4,December,1,1,32.622501,65.457451,Asia,2003
0,Afghanistan,2003,Qtr 4,December,4,1,32.164345,63.426777,Asia,2003
6,Afghanistan,2003,Qtr 4,December,5,8,33.662636,69.469833,Asia,2003
9,Afghanistan,2003,Qtr 4,December,6,10,32.716667,67.633333,Asia,2003
0,Afghanistan,2003,Qtr 4,December,11,4,34.428844,70.45575,Asia,2003
0,Afghanistan,2003,Qtr 4,December,15,0,32.5302,69.2634,Asia,2003
0,Afghanistan,2003,Qtr 4,December,18,0,31.12796,65.174945,Asia,2003
0,Afghanistan,2003,Qtr 4,December,20,5,64.503957,135.873935,Asia,4006
0,Afghanistan,2003,Qtr 4,December,28,6,34.531094,69.162796,Asia,2003
0,Afghanistan,2003,Qtr 4,December,29,5,31.00568,66.4002,Asia,2003
0,Afghanistan,2004,Qtr 1,January,2,3,33.318041,69.776604,Asia,2004
16,Afghanistan,2004,Qtr 1,January,6,16,31.611795,65.705795,Asia,2004
0,Afghanistan,2004,Qtr 1,January,10,9,61.179475,130.051232,Asia,4008
0,Afghanistan,2004,Qtr 1,January,12,4,31.749897,62.940045,Asia,2004
0,Afghanistan,2004,Qtr 1,January,14,1,32.527087,67.424297,Asia,2004
0,Afghanistan,2004,Qtr 1,January,15,3,32.4779,67.3747,Asia,2004
0,Afghanistan,2004,Qtr 1,January,17,5,31,65.75,Asia,2004
0,Afghanistan,2004,Qtr 1,January,20,5,32.9382,65.5743,Asia,2004
0,Afghanistan,2004,Qtr 1,January,31,0,32.584696,65.465693,Asia,2004
0,Afghanistan,2004,Qtr 1,February,3,3,33.335091,69.918411,Asia,2004
0,Afghanistan,2004,Qtr 1,February,5,1,32.48418,65.038714,Asia,2004
0,Afghanistan,2004,Qtr 1,February,11,2,33.383334,69.883334,Asia,2004
1,Afghanistan,2004,Qtr 1,February,13,2,33.383675,70.190835,Asia,2004
0,Afghanistan,2004,Qtr 1,February,15,0,64.35248200000001,129.59305,Asia,4008
0,Afghanistan,2004,Qtr 1,February,16,0,33.678715,68.666712,Asia,2004
0,Afghanistan,2004,Qtr 1,February,17,0,33.33333,67.75,Asia,2004
0,Afghanistan,2004,Qtr 1,March,4,7,31.447533,67.253177,Asia,2004
0,Afghanistan,2004,Qtr 1,March,5,0,32.97518,69.192429,Asia,2004
0,Afghanistan,2004,Qtr 1,March,7,0,31.689623,68.051427,Asia,2004
0,Afghanistan,2004,Qtr 1,March,11,12,65.783333,135.933333,Asia,4008
0,Afghanistan,2004,Qtr 1,March,12,4,30.179475,66.051232,Asia,2004
0,Afghanistan,2004,Qtr 1,March,13,3,63.934528,131.722233,Asia,4008
0,Afghanistan,2004,Qtr 1,March,19,6,65.890334,130.963029,Asia,4008
0,Afghanistan,2004,Qtr 1,March,27,0,65.245002,130.914902,Asia,4008
0,Afghanistan,2004,Qtr 1,March,28,2,32.584696,65.465693,Asia,2004
0,Afghanistan,2004,Qtr 2,April,3,2,32.25,67.25,Asia,2004
0,Afghanistan,2004,Qtr 2,April,7,6,32.120374,64.994325,Asia,2004
0,Afghanistan,2004,Qtr 2,April,8,3,32.62675,65.873313,Asia,2004
0,Afghanistan,2004,Qtr 2,April,14,3,33.383334,69.883334,Asia,2004
0,Afghanistan,2004,Qtr 2,April,16,8,31,62.5,Asia,2004
0,Afghanistan,2004,Qtr 2,April,21,2,32.329205,66.718156,Asia,2004
0,Afghanistan,2004,Qtr 2,April,22,4,66.491731,139.409615,Asia,4008
0,Afghanistan,2004,Qtr 2,April,27,1,31.61449,65.6653,Asia,2004
0,Afghanistan,2004,Qtr 2,April,28,2,32.10368,66.905121,Asia,2004
0,Afghanistan,2004,Qtr 2,April,29,11,95.125753,195.865293,Asia,6012
0,Afghanistan,2004,Qtr 2,May,2,4,31.928521,67.108074,Asia,2004
0,Afghanistan,2004,Qtr 2,May,3,10,64.608315,133.439593,Asia,4008
0,Afghanistan,2004,Qtr 2,May,6,0,32.112391,66.045385,Asia,2004
0,Afghanistan,2004,Qtr 2,May,7,3,65.55637,132.134113,Asia,4008
0,Afghanistan,2004,Qtr 2,May,10,0,31.8012,66.3223,Asia,2004
0,Afghanistan,2004,Qtr 2,May,12,5,32.112391,66.045385,Asia,2004
0,Afghanistan,2004,Qtr 2,May,15,1,32.3052,64.7417,Asia,2004
0,Afghanistan,2004,Qtr 2,May,17,1,64.590667,135.2631,Asia,4008
1,Afghanistan,2004,Qtr 2,May,18,11,96.38164400000001,200.88494,Asia,6012
0,Afghanistan,2004,Qtr 2,May,22,1,32.6018,67.4925,Asia,2004
0,Afghanistan,2004,Qtr 2,May,23,3,31,64,Asia,2004
0,Afghanistan,2004,Qtr 2,May,24,3,31.788546,64.680084,Asia,2004
0,Afghanistan,2004,Qtr 2,May,25,8,31.00568,66.4002,Asia,2004
0,Afghanistan,2004,Qtr 2,May,29,4,31.841067,67.03305,Asia,2004
0,Afghanistan,2004,Qtr 2,May,30,11,32.350174,64.772322,Asia,2004
0,Afghanistan,2004,Qtr 2,June,1,12,129.523651,267.817389,Asia,8016
0,Afghanistan,2004,Qtr 2,June,2,17,32.378207,66.335951,Asia,2004
0,Afghanistan,2004,Qtr 2,June,4,0,32.920909,65.474153,Asia,2004
0,Afghanistan,2004,Qtr 2,June,5,8,64.553721,133.877789,Asia,4008
0,Afghanistan,2004,Qtr 2,June,6,6,63.62675,129.873313,Asia,4008
0,Afghanistan,2004,Qtr 2,June,7,1,66.116949,134.60596,Asia,4008
0,Afghanistan,2004,Qtr 2,June,8,21,66.612577,135.938212,Asia,4008
0,Afghanistan,2004,Qtr 2,June,11,0,34.008219,63.715688,Asia,2004
0,Afghanistan,2004,Qtr 2,June,15,0,32.326913,67.897543,Asia,2004
1,Afghanistan,2004,Qtr 2,June,17,1,32.25,67.25,Asia,2004
0,Afghanistan,2004,Qtr 2,June,18,7,98.865528,204.835794,Asia,6012
0,Afghanistan,2004,Qtr 2,June,22,1,32.665379,67.157333,Asia,2004
0,Afghanistan,2004,Qtr 2,June,23,5,31.00568,66.4002,Asia,2004
0,Afghanistan,2004,Qtr 2,June,24,2,35.266478,71.540722,Asia,2004
0,Afghanistan,2004,Qtr 2,June,27,5,32.25,67.25,Asia,2004
0,Afghanistan,2004,Qtr 2,June,30,4,95.765351,198.331167,Asia,6012
3,Afghanistan,2004,Qtr 3,July,2,8,65.197273,132.153905,Asia,4008
0,Afghanistan,2004,Qtr 3,July,7,6,32.553611,62.923611,Asia,2004
0,Afghanistan,2004,Qtr 3,July,9,1,31.829363,64.608526,Asia,2004
0,Afghanistan,2004,Qtr 3,July,10,2,31.00568,66.4002,Asia,2004
0,Afghanistan,2004,Qtr 3,July,12,3,129.66665999999998,267.91667,Asia,8016
1,Afghanistan,2004,Qtr 3,July,16,3,32.10368,66.905121,Asia,2004
0,Afghanistan,2004,Qtr 3,July,18,0,33.666667,69.33333,Asia,2004
0,Afghanistan,2004,Qtr 3,July,19,1,31.689623,68.051427,Asia,2004
1,Afghanistan,2004,Qtr 3,July,20,13,99.127693,199.063246,Asia,6012
0,Afghanistan,2004,Qtr 3,July,21,11,33.016315,65.04411,Asia,2004
0,Afghanistan,2004,Qtr 3,July,22,4,64.503046,129.566246,Asia,4008
0,Afghanistan,2004,Qtr 3,July,23,6,67.578688,133.812151,Asia,4008
0,Afghanistan,2004,Qtr 3,July,24,4,32.468709,64.47606,Asia,2004
0,Afghanistan,2004,Qtr 3,July,25,1,32.25,67.25,Asia,2004
0,Afghanistan,2004,Qtr 3,July,29,2,31.918721,67.151789,Asia,2004
0,Afghanistan,2004,Qtr 3,July,31,2,30.15106,63.879346,Asia,2004
0,Afghanistan,2004,Qtr 3,August,1,1,63.178461,130.508063,Asia,4008
0,Afghanistan,2004,Qtr 3,August,2,4,33.214845,69.958707,Asia,2004
0,Afghanistan,2004,Qtr 3,August,4,0,33.968151,68.946121,Asia,2004
0,Afghanistan,2004,Qtr 3,August,5,1,32.398611,66.8925,Asia,2004
1,Afghanistan,2004,Qtr 3,August,7,3,32.716667,67.633333,Asia,2004
0,Afghanistan,2004,Qtr 3,August,8,6,32.62675,65.873313,Asia,2004
0,Afghanistan,2004,Qtr 3,August,11,2,67.542148,137.717546,Asia,4008
0,Afghanistan,2004,Qtr 3,August,12,1,33.601338,69.241591,Asia,2004
0,Afghanistan,2004,Qtr 3,August,15,12,94.64541399999999,198.702255,Asia,6012
0,Afghanistan,2004,Qtr 3,August,16,0,68.321294,132.438653,Asia,4008
1,Afghanistan,2004,Qtr 3,August,19,5,32.499925,67.673602,Asia,2004
0,Afghanistan,2004,Qtr 3,August,20,5,32.378207,66.335951,Asia,2004
0,Afghanistan,2004,Qtr 3,August,27,3,65.11923999999999,134.544349,Asia,4008
8,Afghanistan,2004,Qtr 3,August,29,8,34.531094,69.162796,Asia,2004
0,Afghanistan,2004,Qtr 3,August,31,27,96.80949,203.016709,Asia,6012
0,Afghanistan,2004,Qtr 3,September,2,7,64.067767,134.090382,Asia,4008
0,Afghanistan,2004,Qtr 3,September,4,4,33.383675,70.190835,Asia,2004
0,Afghanistan,2004,Qtr 3,September,5,2,31.864296,66.530991,Asia,2004
0,Afghanistan,2004,Qtr 3,September,6,5,32.2123,67.6331,Asia,2004
0,Afghanistan,2004,Qtr 3,September,8,8,32.217008,67.567827,Asia,2004
0,Afghanistan,2004,Qtr 3,September,9,2,32.103889,65.63,Asia,2004
0,Afghanistan,2004,Qtr 3,September,11,21,31.321493,67.3414,Asia,2004
0,Afghanistan,2004,Qtr 3,September,12,0,31.918721,67.151789,Asia,2004
0,Afghanistan,2004,Qtr 3,September,13,2,30.1889,63.0796,Asia,2004
0,Afghanistan,2004,Qtr 3,September,18,3,94.468048,195.845117,Asia,6012
0,Afghanistan,2004,Qtr 3,September,20,2,33.469034,69.365335,Asia,2004
0,Afghanistan,2004,Qtr 3,September,22,2,32.997793,66.690348,Asia,2004
0,Afghanistan,2004,Qtr 3,September,23,5,32.584696,65.465693,Asia,2004
0,Afghanistan,2004,Qtr 3,September,24,9,31.854166,64.199166,Asia,2004
0,Afghanistan,2004,Qtr 3,September,25,4,65.841818,130.948306,Asia,4008
0,Afghanistan,2004,Qtr 3,September,28,6,32.154018,67.528381,Asia,2004
0,Afghanistan,2004,Qtr 3,September,29,36,64.499476,135.111289,Asia,4008
0,Afghanistan,2004,Qtr 3,September,30,21,64.336991,134.427258,Asia,4008
0,Afghanistan,2004,Qtr 4,October,3,1,31.1781,66.2749,Asia,2004
0,Afghanistan,2004,Qtr 4,October,4,7,65.326713,132.987288,Asia,4008
0,Afghanistan,2004,Qtr 4,October,6,0,98.53680899999999,201.820996,Asia,6012
0,Afghanistan,2004,Qtr 4,October,7,3,32.005213,65.500902,Asia,2004
0,Afghanistan,2004,Qtr 4,October,8,8,94.451082,197.243966,Asia,6012
1,Afghanistan,2004,Qtr 4,October,9,24,32.920909,65.474153,Asia,2004
0,Afghanistan,2004,Qtr 4,October,11,6,94.28923800000001,199.58281,Asia,6012
0,Afghanistan,2004,Qtr 4,October,14,2,32.956692,65.444794,Asia,2004
3,Afghanistan,2004,Qtr 4,October,15,5,35.0957,71.3433,Asia,2004
0,Afghanistan,2004,Qtr 4,October,18,5,32.9623,68.6384,Asia,2004
0,Afghanistan,2004,Qtr 4,October,20,0,33.492041,64.368097,Asia,2004
0,Afghanistan,2004,Qtr 4,October,21,1,32.997793,66.690348,Asia,2004
0,Afghanistan,2004,Qtr 4,October,23,0,34.227055,70.146752,Asia,2004
0,Afghanistan,2004,Qtr 4,October,24,3,65.174253,135.093851,Asia,4008
0,Afghanistan,2004,Qtr 4,November,2,3,65.944605,134.681305,Asia,4008
0,Afghanistan,2004,Qtr 4,November,4,4,67.559796,136.583193,Asia,4008
0,Afghanistan,2004,Qtr 4,November,8,0,35.378197,64.774094,Asia,2004
0,Afghanistan,2004,Qtr 4,November,9,4,31.5819,64.99308,Asia,2004
0,Afghanistan,2004,Qtr 4,November,16,12,97.87462099999999,196.836862,Asia,6012
0,Afghanistan,2004,Qtr 4,November,17,1,32.923595,65.303291,Asia,2004
0,Afghanistan,2004,Qtr 4,November,19,6,32.920909,65.474153,Asia,2004
0,Afghanistan,2004,Qtr 4,November,22,1,34.428844,70.45575,Asia,2004
0,Afghanistan,2004,Qtr 4,November,23,3,32.584696,65.465693,Asia,2004
0,Afghanistan,2004,Qtr 4,November,28,3,32.164345,63.426777,Asia,2004
0,Afghanistan,2004,Qtr 4,December,1,1,34.95,71.133333,Asia,2004
0,Afghanistan,2004,Qtr 4,December,6,10,33.383675,70.190835,Asia,2004
0,Afghanistan,2004,Qtr 4,December,14,7,33.383334,69.883334,Asia,2004
0,Afghanistan,2004,Qtr 4,December,15,4,32.3634,66.7771,Asia,2004
0,Afghanistan,2004,Qtr 4,December,19,7,63.805222,132.66627,Asia,4008
0,Afghanistan,2004,Qtr 4,December,24,5,63.983045000000004,130.305293,Asia,4008
0,Afghanistan,2005,Qtr 1,January,2,2,33.390811,62.258835,Asia,2005
0,Afghanistan,2005,Qtr 1,January,3,1,34.8184,71.1104,Asia,2005
0,Afghanistan,2005,Qtr 1,January,6,4,32.584696,65.465693,Asia,2005
0,Afghanistan,2005,Qtr 1,January,12,6,32.109373,63.972829,Asia,2005
0,Afghanistan,2005,Qtr 1,January,13,1,35.2842,71.5338,Asia,2005
0,Afghanistan,2005,Qtr 1,January,19,1,32.83333,66,Asia,2005
0,Afghanistan,2005,Qtr 1,January,21,1,32.83333,66,Asia,2005
2,Afghanistan,2005,Qtr 1,January,22,4,32.785239,65.347776,Asia,2005
0,Afghanistan,2005,Qtr 1,January,23,1,32.584696,65.465693,Asia,2005
0,Afghanistan,2005,Qtr 1,January,24,2,31.5819,64.99308,Asia,2005
0,Afghanistan,2005,Qtr 1,January,26,2,32.465816,64.737566,Asia,2005
0,Afghanistan,2005,Qtr 1,January,29,11,64.340771,136.318611,Asia,4010
0,Afghanistan,2005,Qtr 1,January,30,0,31.6536,65.650482,Asia,2005
0,Afghanistan,2005,Qtr 1,January,31,0,34.349991,62.200001,Asia,2005
0,Afghanistan,2005,Qtr 1,February,1,0,31.674995,64.3088,Asia,2005
0,Afghanistan,2005,Qtr 1,February,24,22,96.656053,203.203863,Asia,6015
0,Afghanistan,2005,Qtr 1,February,25,1,34.428844,70.45575,Asia,2005
0,Afghanistan,2005,Qtr 1,February,26,2,36.66667,69.75,Asia,2005
2,Afghanistan,2005,Qtr 1,March,2,5,32.975216,69.395751,Asia,2005
0,Afghanistan,2005,Qtr 1,March,15,5,65.383399,128.154758,Asia,4010
0,Afghanistan,2005,Qtr 1,March,16,0,33.390811,62.258835,Asia,2005
0,Afghanistan,2005,Qtr 1,March,21,1,32.178461,66.508063,Asia,2005
3,Afghanistan,2005,Qtr 1,March,22,12,65.587228,138.244717,Asia,4010
1,Afghanistan,2005,Qtr 1,March,23,5,101.651406,206.809877,Asia,6015
0,Afghanistan,2005,Qtr 1,March,26,4,34.17106,69.04844,Asia,2005
0,Afghanistan,2005,Qtr 1,March,28,1,32.771851,62.753066,Asia,2005
0,Afghanistan,2005,Qtr 1,March,29,4,33.012288,61.252023,Asia,2005
0,Afghanistan,2005,Qtr 1,March,30,1,34.428844,70.45575,Asia,2005
3,Afghanistan,2005,Qtr 2,April,1,3,98.70574699999999,199.266847,Asia,6015
0,Afghanistan,2005,Qtr 2,April,2,4,29.889044,63.129694,Asia,2005
0,Afghanistan,2005,Qtr 2,April,3,0,31.00568,66.4002,Asia,2005
0,Afghanistan,2005,Qtr 2,April,6,7,95.41127,198.105721,Asia,6015
0,Afghanistan,2005,Qtr 2,April,7,1,31,65.75,Asia,2005
0,Afghanistan,2005,Qtr 2,April,11,12,33.453563,69.376801,Asia,2005
0,Afghanistan,2005,Qtr 2,April,15,3,64.731874,129.43028,Asia,4010
0,Afghanistan,2005,Qtr 2,April,17,2,32.83333,66,Asia,2005
0,Afghanistan,2005,Qtr 2,April,18,19,98.045342,198.78581,Asia,6015
0,Afghanistan,2005,Qtr 2,April,19,12,33.366944,69.960555,Asia,2005
0,Afghanistan,2005,Qtr 2,April,21,5,32.97821,69.371819,Asia,2005
0,Afghanistan,2005,Qtr 2,April,22,5,32.554779,67.039688,Asia,2005
0,Afghanistan,2005,Qtr 2,April,24,13,93.458048,198.276997,Asia,6015
0,Afghanistan,2005,Qtr 2,April,26,11,128.427299,264.402266,Asia,8020
0,Afghanistan,2005,Qtr 2,April,28,2,65.211446,131.339006,Asia,4010
3,Afghanistan,2005,Qtr 2,April,29,8,65.08332999999999,133.25,Asia,4010
0,Afghanistan,2005,Qtr 2,April,30,3,34.921188,71.111224,Asia,2005
0,Afghanistan,2005,Qtr 2,May,2,3,66.780776,136.861775,Asia,4010
0,Afghanistan,2005,Qtr 2,May,3,45,65.47262,133.869661,Asia,4010
0,Afghanistan,2005,Qtr 2,May,4,29,32.080455,66.007358,Asia,2005
8,Afghanistan,2005,Qtr 2,May,8,25,34.903852,70.140715,Asia,2005
0,Afghanistan,2005,Qtr 2,May,10,0,32.713324,69.27614,Asia,2005
3,Afghanistan,2005,Qtr 2,May,11,4,65.381814,135.837778,Asia,4010
0,Afghanistan,2005,Qtr 2,May,14,2,32.10368,66.905121,Asia,2005
0,Afghanistan,2005,Qtr 2,May,16,1,33.318041,69.776604,Asia,2005
0,Afghanistan,2005,Qtr 2,May,18,5,31.829363,64.608526,Asia,2005
0,Afghanistan,2005,Qtr 2,May,21,13,64.896931,136.523608,Asia,4010
